rank,name,inst,vote,old,recent,no_files
510,Jan Lübbe,20513,6086,12515,1888,24
511,Debian/kubuntu Kde Extras Team,20446,152,1576,127,18591
512,Phpmyadmin Team,20344,6185,13087,1060,12
513,Robert Woodcock,20290,2438,17056,790,6
514,Hugo Lefeuvre,20158,5356,3534,1178,10090
515,Debian Gambas Team,19867,1631,14269,3359,608
516,Stefanos Harhalakis,19714,2431,9815,405,7063
517,Pascal Packaging Team,19527,2343,7742,1875,7567
518,Johann Felix Soden,19525,1866,8690,567,8402
519,David Paleino,18961,2070,13440,2251,1200
520,Andrea Colangelo,18829,1620,10016,933,6260
521,Matteo Cypriani,18829,1653,14357,1867,952
522,Pkg-lxc,18748,10013,3028,311,5396
523,Strongswan Maintainers,18562,12041,3951,385,2185
524,Christopher Schramm,18502,15323,1377,1797,5
525,Eugene V. Lyubimkin,18132,2326,14886,895,25
526,Robie Basak,18058,3769,10579,3707,3
527,Vasudev Kamath,17916,3309,7868,1669,5070
528,Karl Ramm,17816,569,162,22,17063
529,Unrar Maintainer Team,17185,2391,11541,2895,358
530,Tianon Gravi,17003,891,15265,820,27
531,Martin A. Godisch,16834,1476,14525,827,6
532,Michael Tokarev,16666,3594,6642,3632,2798
533,Andreas Tille,16643,903,11815,338,3587
534,Michael Hudson-doyle,16630,14782,1296,361,191
535,Andrey Rakhmatullin,16589,6851,5559,2094,2085
536,Jamie Strandboge,16575,11552,4475,541,7
537,Debian Cloud Team,15949,2815,10581,779,1774
538,Martin Zobel-helas,15945,2196,13182,556,11
539,Francesco Paolo Lovergine,15905,1709,10052,995,3149
540,Debian Cairo-dock Maintainers,15712,4374,1268,65,10005
541,Gard Spreemann,15460,121,522,82,14735
542,Anton Gladky,15430,1153,9806,1474,2997
543,Luigi Gangitano,15333,3900,3167,232,8034
544,Sz Lin,15276,4778,8220,807,1471
545,Sascha Steinbiss,14507,2990,9668,1741,108
546,Debian Keyring Maintainers,14433,23,7,1,14402
547,Peter Palfrader,14391,5996,2180,548,5667
548,Marcio De Souza Oliveira,14218,1737,11875,565,41
549,Debian Chinese Team,14133,1188,8103,2794,2048
550,David Steele,14057,7413,2822,3722,100
551,Debian 3-d Printing Packages,13987,2196,7954,915,2922
552,Debian Freeipa Team,13847,3675,994,166,9012
553,Daniel Lenharo De Souza,13816,12815,905,84,12
554,Micha Lenk,13784,775,2104,419,10486
555,Horde Maintainers,13547,3994,9098,426,29
556,Tony Mancill,13387,1249,10313,964,861
557,Leon Marz,13307,1055,8696,746,2810
558,Sebastian Ramacher,13298,2422,8920,920,1036
559,Pcp Development Team,13202,7496,527,305,4874
560,Arthur De Jong,13175,3003,4912,305,4955
561,Marcos Fouces,13080,1988,10392,606,94
562,Calibre Maintainer Team,13043,3405,7722,1914,2
563,Debian Iscsi Maintainers,13025,9764,2970,251,40
564,Proftpd Maintainance Team,12947,5929,3080,151,3787
565,Andrew Pollock,12914,806,5806,170,6132
566,Scott Talbert,12890,5777,4239,818,2056
567,Simon Richter,12876,48,141,16,12671
568,Tigervnc Packaging Team,12860,2867,9351,642,0
569,Toby Smithe,12631,114,1071,100,11346
570,Ross Gammon,12591,945,3833,339,7474
571,Philip Rinn,12520,2095,9107,900,418
572,Johannes Schauer Marin Rodrigues,12478,1797,8701,1876,104
573,Oleksandr Moskalenko,12374,1759,2658,290,7667
574,Mark Pearson,12307,2191,5401,4712,3
575,Debian Wine Team,12254,600,5363,578,5713
576,Simon Quigley,12238,1025,4480,685,6048
577,Puppet Package Maintainers,12111,6231,3080,226,2574
578,Jan Luca Naumann,11997,893,11012,79,13
579,Debian Tryton Maintainers,11900,2004,8744,1091,61
580,Tidy Html5,11790,2283,5163,259,4085
581,Atsushi Kamoshida,11500,481,10007,908,104
582,Sway And Related Packages Team,11336,3551,4286,1726,1773
583,James Bromberger,11204,3412,7279,511,2
584,Peter Novodvorsky,11161,0,0,0,11161
585,Natural Language Processing,11118,245,4683,250,5940
586,Debian Sugar Team,11100,266,3238,406,7190
587,Aigars Mahinovs,11050,1779,7839,1233,199
588,Martin Kepplinger,10877,901,2485,854,6637
589,David Bürgin,10674,6710,3550,139,275
590,Hypra Team,10655,2601,5298,925,1831
591,Stefan Hornburg,10629,3503,6751,335,40
592,Bruno Naibert De Campos,10402,778,7102,2515,7
593,Resolvconf Team,10295,7887,2253,151,4
594,Boian Bonev,10249,2746,4903,403,2197
595,Camm Maguire,10189,538,6484,339,2828
596,Florian Schlichting,10127,1801,7552,551,223
597,Aron Xu,10099,713,9124,261,1
598,Nicholas Guriev,10077,3373,2139,517,4048
599,Shachar Shemesh,10068,1803,7613,321,331
600,Christian Ehrhardt,10011,7109,2239,662,1
601,Varun Hiremath,9881,860,7740,463,818
602,Willem Van Den Akker,9865,772,8831,259,3
603,Wookey,9774,706,3609,502,4957
604,Debian Virtualbox Team,9638,4187,2419,917,2115
605,Paul Tagliamonte,9624,238,4587,418,4381
606,Tollef Fog Heen,9588,1559,5459,296,2274
607,Joel Rosdahl,9382,2910,5670,764,38
608,Vincent Legout,9375,230,4278,588,4279
609,Sean Whitton,9297,1852,1199,95,6151
610,Kouhei Maeda,9244,751,6680,1808,5
611,Filesystems Group,9170,1230,7268,671,1
612,Debian Bacula Team,9138,5050,2861,49,1178
613,Devscripts Maintainers,9134,1540,6320,1272,2
614,Fabio Augusto De Muzio Tobich,9130,4277,4566,205,82
615,Lee Garrett,9060,1793,5719,1548,0
616,Deborphan Maintainers,9015,1597,7082,333,3
617,Dariusz Dwornikowski,8887,1667,6718,353,149
618,Benjamin Mako Hill,8759,1276,7143,339,1
619,Michael Stapelberg,8740,3875,2842,305,1718
620,Matt Taggart,8595,1485,6401,708,1
621,Mpd Maintainers,8538,3655,4099,363,421
622,Debian Freeradius Packaging Team,8472,4110,4140,195,27
623,Paolo Greppi,8386,683,5867,542,1294
624,Michael Banck,8384,2105,4131,284,1864
625,Christoph Martin,8284,7356,757,168,3
626,Debian Dm Multipath Team,8280,5300,2611,292,77
627,William Grzybowski,8274,867,6921,483,3
628,Nicolas Schier,8221,3170,4770,279,2
629,Ola Lundqvist,8180,3627,1346,73,3134
630,Debian Python Modules Team,8141,1557,5870,694,20
631,Jeremy T. Bouse,8112,2520,4564,851,177
632,Alberto Luaces Fernández,8101,696,5393,558,1454
633,Debian Window Maker Team,8015,1835,5062,560,558
634,Phpmyadmin Packaging Team,7862,2994,4644,194,30
635,Ejabberd Packaging Team,7846,2108,4135,358,1245
636,Patrick Ruckstuhl,7749,1221,5864,654,10
637,Nicoo,7735,3873,3643,219,0
638,Thomas Ward,7724,549,6715,458,2
639,Gennaro Oliva,7657,1739,1243,548,4127
640,Luis Paulo Linares,7653,547,4748,2357,1
641,Christian M. Amsüss,7640,1159,2166,240,4075
642,Torsten Landschoff,7632,701,5655,489,787
643,Giovani Augusto Ferreira,7536,498,6507,530,1
644,Guilherme De Paula Xavier Segundo,7479,873,5972,395,239
645,Debian L10n Developers,7468,693,3933,931,1911
646,Ludovic Drolez,7468,941,4653,1077,797
647,Debian Dpdk Maintainers,7422,833,3742,561,2286
648,Joachim Reichel,7377,809,5627,797,144
649,Gudjon I. Gudjonsson,7374,895,4064,434,1981
650,Debian Logcheck Team,7360,3295,1949,71,2045
651,Debian Roundcube Maintainers,7355,2030,1303,111,3911
652,Felix Zielcke,7345,3172,3873,295,5
653,Debian Deepin Packaging Team,7321,3027,2226,376,1692
654,Debian Lighttpd Maintainers,7317,3707,3266,226,118
655,Lev Lamberov,7179,301,5079,146,1653
656,David Bremner,7173,2883,3294,395,601
657,Martin Meredith,7154,1188,4722,1235,9
658,Rock Storm,7071,1056,4214,1679,122
659,Chris Taylor,7054,749,5990,314,1
660,Mattias Ellert,7033,525,3495,218,2795
661,Alexander Gq Gerasiov,7019,3154,3324,259,282
662,Daniel Echeverri,6915,2706,3797,335,77
663,Emanuele Rocca,6853,188,1630,163,4872
664,Iñaki Malerba,6846,1134,4453,1259,0
665,Russ Allbery,6774,891,1543,79,4261
666,Debian Deep Learning Team,6772,427,2252,569,3524
667,Dylan Aïssi,6684,1172,3072,277,2163
668,Jean-michel Kelbert,6672,553,5792,323,4
669,Per Olofsson,6661,0,0,0,6661
670,Markus Wanner,6660,4033,1355,121,1151
671,Free Ekanayaka,6644,5615,532,77,420
672,David Mohammed,6641,1623,1234,464,3320
673,Reiner Herrmann,6616,1344,3553,516,1203
674,The Debian Lua Team,6543,3410,52,29,3052
675,Harshula Jayasuriya,6514,1628,433,131,4322
676,Andreas Rönnquist,6511,2103,4066,342,0
677,Iohannes M Zmölnig,6492,1164,3105,380,1843
678,Vincent Danjean,6480,1384,1103,71,3922
679,Scott Kitterman,6430,2120,3978,316,16
680,José L. Redrejo Rodríguez,6355,560,5334,459,2
681,Yaroslav Halchenko,6353,2501,3584,261,7
682,Debian Desktop Themes Team,6322,164,0,4,6154
683,Debian Vsquare Team,6310,481,5392,270,167
684,Vincent Blut,6292,5521,677,93,1
685,Mongo C Driver Team,6281,2555,1592,242,1892
686,John Paul Adrian Glaubitz,6264,698,4948,436,182
687,Matthijs Kooijman,6229,95,1240,68,4826
688,Debian Astro Maintainers,6195,652,5115,380,48
689,Josip Rodin,6173,1214,4798,160,1
690,John Scott,6119,192,1057,4867,3
691,Raphaël Halimi,6062,4323,724,179,836
692,Uwsgi Packaging Team,6059,2038,2108,377,1536
693,Nikos Tsipinakis,6038,2695,2882,460,1
694,Francois Mazen,5977,496,2401,759,2321
695,Martin Quinson,5961,663,5009,264,25
696,Holger Levsen,5954,1498,3816,280,360
697,Debian Mozilla Extension Maintainers,5953,1936,1706,804,1507
698,Vincent Cheng,5945,1528,2297,376,1744
699,Debian Sass Team,5920,782,3261,591,1286
700,Debian Pbuilder Maintenance Team,5874,715,4991,165,3
701,Debian Salt Team,5859,3050,2264,532,13
702,Erik Schanze,5835,409,5082,343,1
703,Sebastian Harl,5809,721,3603,139,1346
704,Keith Winstein,5798,1087,4489,219,3
705,Debian I3 Maintainers,5783,1702,1281,157,2643
706,Debian Borg Collective,5703,2924,2072,428,279
707,Sebastian Humenda,5682,175,212,36,5259
708,Salvo 'ltworf' Tomaselli,5681,3180,2440,54,7
709,Fabien Givors,5675,415,5059,201,0
710,Ilias Tsitsimpis,5644,1824,3422,398,0
711,Html5-parser Maintainer Team,5611,1533,3712,364,2
712,Collectd Packaging Team,5553,1652,1154,64,2683
713,Peter Blackman,5468,580,2967,533,1388
714,Jérémy Lal,5384,1518,3163,97,606
715,Colin Ian King,5373,1195,3086,461,631
716,Hilmar Preuße,5281,344,4589,345,3
717,Lior Kaplan,5273,356,3148,226,1543
718,Tom Jampen,5186,390,1293,146,3357
719,Jamie Wilkinson,5127,257,2421,114,2335
720,Debian Cli Applications Team,5082,1287,3335,171,289
721,Miriam Ruiz,5061,735,3781,312,233
722,Josef Schneider,5004,1296,3404,303,1
723,Dustin Kirkland,5000,1117,3272,185,426
724,Birger Schacht,4982,1461,1457,375,1689
725,Debian Shorewall Team,4971,2002,2543,126,300
726,Paulo Roberto Alves De Oliveira,4930,520,4182,227,1
727,Apollon Oikonomopoulos,4929,730,3956,188,55
728,Dmitry E. Oboukhov,4895,784,3168,709,234
729,Tiago Bortoletto Vaz,4881,2627,991,50,1213
730,Vagrant Cascadian,4872,517,2704,266,1385
731,Yves-alexis Perez,4865,89,31,6,4739
732,Jean-philippe Orsini,4854,1026,3553,255,20
733,Jussi Pakkanen,4771,619,3004,1143,5
734,Juan Cespedes,4758,306,4267,182,3
735,Cross Toolchain Base Team,4757,415,3794,537,11
736,William Desportes,4757,1630,2770,348,9
737,Pirate Praveen,4701,106,1351,747,2497
738,Hilmar Preusse,4664,480,3906,249,29
739,Stuart Prescott,4650,506,2757,818,569
740,Troy Heber,4642,895,2404,120,1223
741,Petter Reinholdtsen,4633,1565,1589,146,1333
742,Francois Marier,4630,1002,2189,269,1170
743,Josenilson Ferreira Da Silva,4547,463,3860,213,11
744,Andreas Beckmann,4521,388,1890,228,2015
745,Mohammed Adnène Trojette,4495,350,4024,117,4
746,Nikolaus Rath,4467,1439,2671,314,43
747,Stefan Völkel,4464,515,3806,143,0
748,Rust Maintainers,4427,308,2819,291,1009
749,Tree-sitter Maintainers,4423,1744,1446,730,503
750,Willi Mann,4407,2988,1356,62,1
751,Philipp Kern,4372,173,1199,104,2896
752,Felipe Sateler,4341,645,2667,669,360
753,Bernhard R. Link,4331,527,3689,112,3
754,Debian Cups Maintainers,4281,682,3394,200,5
755,Asheesh Laroia,4274,386,2223,95,1570
756,Debian Clojure Maintainers,4264,692,1653,183,1736
757,Arto Jantunen,4259,562,2740,956,1
758,Taku Yasui,4236,43,95,2,4096
759,Michael Prokop,4225,362,3637,212,14
760,Debian Edu Developers,4219,564,541,58,3056
761,Dmitry Baryshkov,4212,8,32,1,4171
762,Ana Custura,4161,478,2778,892,13
763,Fingerforce Team,4157,2031,668,185,1273
764,Jonathan Dowland,4156,716,3161,270,9
765,Gianfranco Costamagna,4154,1903,1392,359,500
766,Kylin Team,4148,713,1590,236,1609
767,Project Hamster Team,4144,215,3062,331,536
768,Ulises Vitulli,4135,1505,2172,152,306
769,Matteo Vescovi,4123,933,2728,328,134
770,Debian Edu Packaging Team,4120,671,1521,880,1048
771,Uwe Steinmann,4107,1049,2368,162,528
772,Debian-in Team,4078,301,1834,194,1749
773,Afif Elghraoui,4055,312,3003,738,2
774,Carlos Laviola,4034,850,2991,188,5
775,Jeroen Schot,4027,931,2927,168,1
776,Nicolas Boulenguez,3988,354,2923,420,291
777,Steve M. Robbins,3967,314,2813,568,272
778,Tim Retout,3967,247,2731,92,897
779,Xavier Guimard,3958,3519,401,31,7
780,Mark Hindley,3907,1652,1288,290,677
781,Stephen Gelman,3882,702,2861,167,152
782,Lennart Weller,3868,337,2474,196,861
783,Sylvestre Ledru,3857,773,2188,886,10
784,Debian Vdr Team,3824,965,2571,91,197
785,Xavier Roche,3760,370,3041,207,142
786,Uwe Hermann,3728,405,3184,137,2
787,Nick Morrott,3706,740,2299,503,164
788,Carlo Segre,3692,528,2996,167,1
789,Debian Gps Team,3661,270,1976,147,1268
790,Yoshino Yoshihito,3650,0,0,0,3650
791,Oliver Sauder,3621,2274,1242,72,33
792,James Mcdonald,3619,434,2231,98,856
793,Jochen Sprickerhof,3612,1179,728,536,1169
794,Krzysztof Burghardt,3595,543,2798,233,21
795,Florian Weimer,3593,2895,646,50,2
796,Nicholas D Steeves,3560,1925,1383,214,38
797,Martin-éric Racine,3557,1291,1838,280,148
798,Debian Policy Editors,3480,0,0,0,3480
799,Matthew Grant,3478,500,2823,155,0
800,Dave Ewart,3451,367,2945,138,1
801,Debian Flightgear Crew,3378,132,1444,133,1669
802,Evgeni Golov,3360,1047,2092,180,41
803,Debian Breezy Maintainers,3329,686,2135,403,105
804,Alexander Reichle-schmehl,3321,163,1420,81,1657
805,Mathieu Malaterre,3314,346,2403,170,395
806,Andrius Merkys,3295,550,2511,187,47
807,Elena Grandi,3295,438,2359,497,1
808,Richard Kreckel,3256,97,1145,81,1933
809,Debian Boinc Maintainers,3238,1572,753,55,858
810,Radovan Garabík,3237,754,2164,114,205
811,Christopher Baines,3236,722,2038,474,2
812,Vignesh Raman,3231,2607,56,534,34
813,Sepi Gair,3228,850,953,203,1222
814,Hsieh-tseng Shen,3187,334,2662,191,0
815,Carl Worth,3156,878,1835,226,217
816,Pierre Blanc,3151,306,2753,91,1
817,Developers Reference Maintainers,3144,89,636,79,2340
818,Enrique Hernández Bello,3142,86,922,54,2080
819,Hakan Ardo,3130,957,1894,135,144
820,Thiago Andrade Marques,3128,619,2378,129,2
821,Taisuke Yamada,3109,184,1783,116,1026
822,Jose Luis Rivas,3102,632,1364,35,1071
823,Kenneth J. Pronovici,3090,231,2664,189,6
824,Milan Zamazal,3075,202,2407,461,5
825,Matrix Packaging Team,3071,946,1844,228,53
826,Gergely Risko,3059,146,565,19,2329
827,Andrea Pappacoda,3041,601,289,130,2021
828,Ruben Undheim,3006,929,1226,90,761
829,Higuchi Daisuke,3001,236,1884,237,644
830,Romain Perier,2998,1026,1637,314,21
831,Podman Packaging Team,2978,2557,329,89,3
832,Kenshi Muto,2951,0,0,0,2951
833,Helge Kreutzmann,2947,183,2570,161,33
834,Krzysztof Krzyżaniak,2896,231,2426,239,0
835,Anuradha Weeraman,2885,467,1832,114,472
836,Martin Steigerwald,2885,472,2194,192,27
837,Martin Buck,2863,709,1480,93,581
838,Debian Opencl Team,2854,193,1535,318,808
839,Debian Security Team,2842,1981,820,41,0
840,James Lu,2835,915,1563,180,177
841,Tomas Fasth,2778,173,2445,158,2
842,Andrii Senkovych,2775,878,1491,355,51
843,Andreas Moog,2770,1225,442,54,1049
844,Russell Coker,2719,945,1717,57,0
845,Julien Fortin,2709,1343,1182,183,1
846,Rico Tzschichholz,2686,1390,554,123,619
847,Jason Pleau,2675,1106,1087,145,337
848,Carlos Maddela,2666,381,1191,105,989
849,Debian Bazaar Maintainers,2642,145,863,19,1615
850,Hajime Mizuno,2623,435,2096,68,24
851,Debian Korean L10n,2619,290,1160,101,1068
852,Andrea Capriotti,2600,3,16,2,2579
853,Mark Nevill,2599,555,846,51,1147
854,Walter Franzini,2589,715,1799,75,0
855,Gaetano Guerriero,2578,288,2178,112,0
856,Miroslav Kure,2561,100,1686,183,592
857,Alejandro Garrido Mota,2555,494,1979,82,0
858,Marius Gripsgard,2542,845,1379,317,1
859,Freedombox Packaging Team,2533,911,487,179,956
860,Joachim Wiedorn,2519,850,1064,54,551
861,Live Systems Maintainers,2494,197,113,12,2172
862,Alberto Gonzalez Iniesta,2482,1233,1146,72,31
863,Debian Qt Extras Team,2453,346,1980,120,7
864,Simon Mcvittie,2432,396,585,29,1422
865,Євгеній Мещеряков,2420,159,1303,137,821
866,Debian Ci Team,2415,315,1889,211,0
867,Martijn Van Brummelen,2413,479,1730,89,115
868,Peter S Galbraith,2398,143,1907,96,252
869,Ian Campbell,2395,778,1350,267,0
870,Antonio Terceiro,2393,665,1470,190,68
871,Bart Martens,2364,358,1908,97,1
872,Hans-christoph Steiner,2358,414,540,60,1344
873,Christian T. Steigies,2349,126,2085,104,34
874,Luciano Bello,2348,549,1568,229,2
875,Nicholas Breen,2334,264,1943,113,14
876,Jerome Benoit,2328,627,1295,208,198
877,Debian Shib Team,2314,1275,156,16,867
878,Kristian Nielsen,2314,312,1881,115,6
879,Debian/ubuntu Qt/kde Maintainers,2311,76,1840,393,2
880,Yanhao Mo,2308,1214,866,228,0
881,Thomas Lange,2289,451,1441,88,309
882,Elías Alejandro Año Mendoza,2287,303,1870,110,4
883,Debian Seafile Team,2280,973,1135,141,31
884,Dario Minnucci,2259,622,1589,47,1
885,Kari Pahula,2252,388,1272,93,499
886,Markus Frosch,2235,176,1977,82,0
887,Debian Haproxy Maintainers,2233,1768,203,16,246
888,Vern Sun,2231,764,1324,143,0
889,Jose G. López,2214,261,1833,110,10
890,Michael Tautschnig,2208,142,1955,96,15
891,Christopher Knadle,2205,846,1295,62,2
892,Taniguchi Takaki,2195,256,1826,110,3
893,Douglas Kosovic,2182,491,1532,159,0
894,Kiyoshi Matsui,2165,274,1570,197,124
895,Abhijith Pa,2151,1057,980,114,0
896,Muammar El Khatib,2151,195,1623,92,241
897,Francesco Poli,2144,1498,602,44,0
898,Crosswire Packaging Team,2141,342,1182,121,496
899,Frédéric Bonnard,2125,534,822,417,352
900,Daniel Schepler,2124,126,1453,60,485
901,Kurashiki Satoru,2095,248,1788,57,2
902,Martin Wimpress,2095,547,1306,234,8
903,Torsten Paul,2095,294,1668,102,31
904,Christoph Berg,2088,817,1223,46,2
905,Wouter Verhelst,2086,563,1275,138,110
906,Thomas Perret,2081,247,1134,98,602
907,Frédéric Pierret,2077,440,1192,211,234
908,Jeffrey Ratcliffe,2068,316,1631,121,0
909,Debian Let's Encrypt Team,2066,725,893,49,399
910,Julián Moreno Patiño,2054,1127,729,15,183
911,Joaquin De Andres,2048,269,1499,280,0
912,Debian D Language Group,2039,820,815,132,272
913,Miguel Figueiredo,2033,999,1013,19,2
914,Debian Netplan Maintainers,2031,632,1185,204,10
915,Marcin Owsiany,1991,213,1700,75,3
916,Maximiliano Curia,1984,431,1080,309,164
917,Sbuild Maintainers,1980,658,1187,135,0
918,Samir Hussain,1951,1633,298,19,1
919,Debian Cryptocoin Team,1947,224,1051,390,282
920,Debian Live Maintainers,1943,260,433,46,1204
921,John Goerzen,1885,314,1227,166,178
922,Debian Pure Blend Team,1871,69,872,54,876
923,Richard Hansen,1858,1012,807,39,0
924,Margarita Manterola,1821,133,1633,50,5
925,Phil Brooke,1816,189,1566,39,22
926,Alexandre Rossi,1807,539,1053,89,126
927,Ludovic Brenta,1800,109,669,74,948
928,Gregor Herrmann,1799,530,1115,72,82
929,Julien Viard De Galbert,1784,1241,526,16,1
930,Ryan Finnie,1780,191,1476,113,0
931,Johan Euphrosine,1774,34,1144,594,2
932,Debian Check-dfsg-status Maintainers,1771,1002,677,92,0
933,Gunnar Wolf,1770,251,1475,43,1
934,Pali Rohár,1766,1116,622,26,2
935,Mediawiki Packaging Team,1764,980,697,80,7
936,Luca Bruno,1730,271,930,29,500
937,Martin Kelly,1728,333,1043,295,57
938,Thomas Girard,1727,422,670,76,559
939,Hugo Torres De Lima,1723,216,1268,239,0
940,Goswin Von Brederlow,1721,171,1473,76,1
941,Nanakos Chrysostomos,1720,170,1498,52,0
942,Safir Secerovic,1717,0,0,0,1717
943,Debian Pan Maintainers,1693,135,1253,114,191
944,Shell Xu,1688,233,1212,243,0
945,Nathan Scott,1685,143,1489,52,1
946,Luke Faraone,1676,707,837,70,62
947,Sebastian Reichel,1667,571,911,91,94
948,Frank B. Brokken,1665,123,1131,213,198
949,Jean-michel Vourgère,1656,204,1137,86,229
950,Jonathan Wiltshire,1649,931,654,64,0
951,Neurodebian Team,1647,149,903,212,383
952,Norbert Preining,1646,51,1534,59,2
953,Peter Spiess-knafl,1606,155,1377,49,25
954,Daniel Martí,1603,109,1432,62,0
955,Volian Developers,1594,865,454,275,0
956,Fabian Wolff,1590,229,1172,53,136
957,Khalid Aziz,1570,319,1223,28,0
958,Santiago Ruano Rincón,1556,173,1129,45,209
959,Elimar Riesebieter,1551,264,966,66,255
960,Debfoster Maintainer Team,1550,139,1383,27,1
961,Harald Dunkel,1540,412,1037,89,2
962,Marius Gavrilescu,1538,130,1359,49,0
963,Stephan Lachnit,1519,98,407,38,976
964,Dominik George,1518,161,1062,64,231
965,Mohan Devarajulu,1517,750,733,26,8
966,Sam Morris,1515,42,46,8,1419
967,Debian Robotics Team,1514,172,801,275,266
968,Kumar Appaiah,1485,107,791,57,530
969,Ubuntu Developers,1480,116,561,59,744
970,Daniel Echeverry,1478,299,1112,65,2
971,Gregory Colpart,1475,66,1351,58,0
972,Stein Magnus Jodal,1471,316,1009,104,42
973,Mateusz Skowronski,1456,0,0,0,1456
974,Peter Michael Green,1456,367,930,146,13
975,Yokota Hiroshi,1452,568,504,380,0
976,Matt Palmer,1444,180,1196,68,0
977,Debian Junior,1443,8,285,22,1128
978,Cameron Dale,1433,398,983,43,9
979,Sahil Dhiman,1431,0,0,0,1431
980,User Mode Linux Maintainers,1427,1018,329,14,66
981,Freexian Packaging Team,1412,139,586,101,586
982,Emmanuel Arias,1410,107,1187,48,68
983,Pdns Packagers,1410,673,290,29,418
984,Debian Qt-extras Maintainers,1408,584,729,95,0
985,Ralf Jung,1407,1278,126,3,0
986,Raúl Benencia,1396,156,1168,71,1
987,Lubomir Rintel,1389,276,991,121,1
988,Francesco Namuri,1376,239,1045,82,10
989,Punit Agrawal,1374,612,685,48,29
990,Dima Kogan,1367,130,1059,126,52
991,Mikolaj Izdebski,1346,138,1147,60,1
992,Antoni Villalonga,1345,434,879,32,0
993,Gustavo Soares De Lima,1337,223,1016,96,2
994,Jelmer Vernooĳ,1335,229,862,232,12
995,Enrico Rossi,1322,1063,250,9,0
996,Alexandre Viau,1321,158,1015,57,91
997,Philipp Matthias Hahn,1320,194,477,13,636
998,Arnaud Rebillout,1316,302,865,147,2
999,Erich Schubert,1314,53,836,31,394
1000,Thomas Perl,1307,471,711,125,0
1001,Dimitri Fontaine,1302,30,318,27,927
1002,Bas Zoetekouw,1301,118,1148,34,1
1003,Zim Package Maintainers,1300,521,691,88,0
1004,Tobias Klauser,1298,135,1127,35,1
1005,Raphaël Hertzog,1268,50,565,24,629
1006,Debian Tasktools Team,1258,305,880,72,1
1007,Knot Packagers,1258,390,509,204,155
1008,Mathieu Mirmont,1256,213,822,112,109
1009,Eugeniy Meshcheryakov,1249,0,0,0,1249
1010,Zed Pobre,1245,89,995,161,0
1011,Debian Backuppc Team,1243,1072,114,13,44
1012,Piuparts Developers Team,1243,121,1054,66,2
1013,Fritz Reichwald,1242,404,714,71,53
1014,Sven Eckelmann,1241,95,706,92,348
1015,Hubert Pham,1239,257,900,56,26
1016,Cfengine Team,1238,1145,66,24,3
1017,Marc Bigler,1234,142,954,138,0
1018,David Prévot,1216,71,632,56,457
1019,Rocm Team,1208,91,761,235,121
1020,Debian Bridges Team,1201,809,346,17,29
1021,Matthias Schmitz,1187,103,1024,49,11
1022,Robert Haist,1185,780,106,23,276
1023,Debian Fcgiwrap Maintainers,1176,771,387,18,0
1024,Geert Stappers,1176,511,643,22,0
1025,Sebastian Dröge,1176,99,1014,63,0
1026,Mathew Eis,1175,56,277,70,772
1027,Roland Clobus,1171,88,1035,47,1
1028,Evan Broder,1168,74,1044,49,1
1029,Chris Hofstaedtler,1167,149,670,20,328
1030,Francisco Vilmar Cardoso Ruviaro,1167,165,541,59,402
1031,Thomas Preud'homme,1167,92,821,27,227
1032,Goedson Teixeira Paixao,1159,253,837,69,0
1033,Stephen Gran,1157,107,1023,27,0
1034,David Lamparter,1130,519,327,103,181
1035,Adam Majer,1127,687,418,21,1
1036,Ludovico Cavedon,1121,304,399,45,373
1037,Angel Abad,1104,176,823,93,12
1038,Félix Sipma,1098,5,27,1,1065
1039,Joost Van Baal-ilić,1096,405,618,31,42
1040,Gunter Königsmann,1094,107,873,113,1
1041,The Debichem Group,1094,101,661,110,222
1042,Guo Yixuan,1091,89,968,34,0
1043,Benjamin Hof,1082,299,598,170,15
1044,Chris Lawrence,1081,72,641,93,275
1045,Youhei Sasaki,1081,105,653,55,268
1046,Android Tools Maintainer,1080,107,827,113,33
1047,Lars Bahner,1076,194,843,38,1
1048,Debian Mailman Team,1070,706,237,24,103
1049,Chrysostomos Nanakos,1062,97,915,44,6
1050,Gustavo Paniagua Dos Santos,1051,85,943,23,0
1051,Ross Burton,1042,68,902,72,0
1052,Santiago Garcia Mantinan,1041,98,927,14,2
1053,Russell Stuart,1037,409,365,33,230
1054,Alexis Murzeau,1034,118,654,232,30
1055,Gertjan Halkes,1018,165,738,109,6
1056,Hans Van Kranenburg,1009,113,747,61,88
1057,Stefano Karapetsas,1007,484,418,104,1
1058,Philipp Huebner,1001,142,787,46,26
1059,Neutron Soutmun,995,63,591,341,0
1060,Debian Ganeti Team,984,707,11,1,265
1061,Sascha Girrulat,974,126,646,174,28
1062,Benjamin Kaduk,973,533,369,17,54
1063,Rod Whitby,971,22,854,95,0
1064,Scott Hardin,971,84,825,62,0
1065,Jari Aalto,969,104,766,99,0
1066,Thomas Dreibholz,951,104,734,49,64
1067,Richard Hartmann,950,158,774,18,0
1068,Thomas Ross,949,322,582,45,0
1069,Wartan Hachaturow,946,50,109,13,774
1070,Florian Roscher,941,48,866,27,0
1071,Azat Khuzhin,936,119,736,45,36
1072,Michael Ablassmeier,933,153,738,42,0
1073,Varnish Package Maintainers,933,501,129,3,300
1074,Felix Krull,931,285,593,53,0
1075,Tobias Winchen,927,69,585,34,239
